"","Offense","Date","Year","Month","Hour","Weekday","NumCrimes","GroupA","GroupB","Assault","Suspicious_Persons_Activity","ShotsFired_IllegalHunting"
"317","Animal Complaint","2022-12-09","2022","December","15","Sun",15,0,1,0,0,0
"318","Assault Aggravated","2022-12-09","2022","December","11","Sun",15,0,1,0,0,0
"319","Death Investigation - DOA","2022-12-09","2022","December","07","Sun",15,0,1,0,0,0
"320","Assault Aggravated","2022-12-09","2022","December","05","Sun",15,0,1,0,0,0
"321","Harassment","2022-12-09","2022","December","04","Sun",15,0,1,0,0,0
"322","Shots Fired/Illegal Hunting","2022-12-09","2022","December","04","Sun",15,1,0,0,0,1
"323","Shots Fired/Illegal Hunting","2022-12-09","2022","December","03","Sun",15,1,0,0,0,1
"324","Hit and Run","2022-12-09","2022","December","02","Sun",15,0,1,0,0,0
"325","Larceny - All Other","2022-12-09","2022","December","02","Sun",15,0,1,0,0,0
"326","Burglary","2022-12-09","2022","December","01","Sun",15,0,1,0,0,0
"327","Suspicious Activity","2022-12-08","2022","December","23","Sat",20,0,1,0,0,0
"328","Larceny - From Motor Vehicle","2022-12-08","2022","December","23","Sat",20,0,1,0,0,0
"329","Assist Citizen - Mental/TDO/ECO","2022-12-08","2022","December","23","Sat",20,0,1,0,0,0
"330","Assault Intimidation","2022-12-08","2022","December","22","Sat",20,0,1,0,0,0
"331","Hit and Run","2022-12-08","2022","December","22","Sat",20,0,1,0,0,0
"332","Domestic Disturbance","2022-12-08","2022","December","21","Sat",20,0,1,0,0,0
"333","Accident - w/out Injuries","2022-12-08","2022","December","18","Sat",20,0,1,0,0,0
"334","Animal - Bite","2022-12-08","2022","December","17","Sat",20,0,1,0,0,0
"335","Larceny - Theft from Building","2022-12-08","2022","December","17","Sat",20,0,1,0,0,0
"336","Assault Simple","2022-12-08","2022","December","17","Sat",20,0,1,0,0,0
"337","Larceny - Theft from Building","2022-12-08","2022","December","17","Sat",20,0,1,0,0,0
"338","Assault Simple","2022-12-08","2022","December","16","Sat",20,0,1,0,0,0
"339","Fraud-credit card","2022-12-08","2022","December","16","Sat",20,0,1,0,0,0
"340","Vandalism","2022-12-08","2022","December","14","Sat",20,0,1,0,0,0
"341","Animal Complaint","2022-12-08","2022","December","12","Sat",20,0,1,0,0,0
"342","Assault Aggravated","2022-12-08","2022","December","11","Sat",20,0,1,0,0,0
"343","Domestic Disturbance","2022-12-08","2022","December","09","Sat",20,0,1,0,0,0
"344","Death Investigation - DOA","2022-12-08","2022","December","05","Sat",20,0,1,0,0,0
"345","Larceny - Shoplifitng","2022-12-08","2022","December","00","Sat",20,0,1,0,0,0
"346","Assault Simple","2022-12-08","2022","December","00","Sat",20,0,1,0,0,0
"347","Larceny - Of Veh Parts/Access","2022-12-07","2022","December","23","Fri",21,0,1,0,0,0
"348","Warrant Service","2022-12-07","2022","December","22","Fri",21,0,1,0,0,0
"349","Larceny - Of Veh Parts/Access","2022-12-07","2022","December","22","Fri",21,0,1,0,0,0
"350","Harassment","2022-12-07","2022","December","22","Fri",21,0,1,0,0,0
"351","Assist Citizen - Mental/TDO/ECO","2022-12-07","2022","December","19","Fri",21,0,1,0,0,0
"352","Suspicious Activity","2022-12-07","2022","December","19","Fri",21,0,1,0,0,0
"353","Fraud-credit card","2022-12-07","2022","December","19","Fri",21,0,1,0,0,0
"354","Suspicious Activity","2022-12-07","2022","December","19","Fri",21,0,1,0,0,0
"355","Larceny - From Motor Vehicle","2022-12-07","2022","December","17","Fri",21,0,1,0,0,0
"356","Misc - Criminal Call","2022-12-07","2022","December","16","Fri",21,0,1,0,0,0
"357","Fraud-credit card","2022-12-07","2022","December","16","Fri",21,0,1,0,0,0
"358","Animal Complaint","2022-12-07","2022","December","15","Fri",21,0,1,0,0,0
"359","Harassment","2022-12-07","2022","December","14","Fri",21,0,1,0,0,0
"360","Larceny - Theft from Building","2022-12-07","2022","December","14","Fri",21,0,1,0,0,0
"361","Burglary","2022-12-07","2022","December","08","Fri",21,0,1,0,0,0
"362","Shots Fired/Illegal Hunting","2022-12-07","2022","December","08","Fri",21,1,0,0,0,1
"363","Harassment","2022-12-07","2022","December","05","Fri",21,0,1,0,0,0
"364","Drunkeness DIP","2022-12-07","2022","December","05","Fri",21,0,1,0,0,0
"365","Drunkeness DIP","2022-12-07","2022","December","02","Fri",21,0,1,0,0,0
"366","Warrant Service","2022-12-07","2022","December","01","Fri",21,0,1,0,0,0
"367","Larceny - All Other","2022-12-07","2022","December","01","Fri",21,0,1,0,0,0
"368","Larceny - Theft from Building","2022-12-06","2022","December","22","Thurs",19,0,1,0,0,0
"369","Larceny - All Other","2022-12-06","2022","December","20","Thurs",19,0,1,0,0,0
"370","Larceny - All Other","2022-12-06","2022","December","18","Thurs",19,0,1,0,0,0
"371","Suspicious Activity","2022-12-06","2022","December","17","Thurs",19,0,1,0,0,0
"372","Harassment","2022-12-06","2022","December","17","Thurs",19,0,1,0,0,0
"373","Domestic Disturbance","2022-12-06","2022","December","17","Thurs",19,0,1,0,0,0
"374","Burglary","2022-12-06","2022","December","16","Thurs",19,0,1,0,0,0
"375","Larceny - Theft from Building","2022-12-06","2022","December","16","Thurs",19,0,1,0,0,0
"376","Larceny - Theft from Building","2022-12-06","2022","December","15","Thurs",19,0,1,0,0,0
"377","Larceny - All Other","2022-12-06","2022","December","14","Thurs",19,0,1,0,0,0
"378","Larceny - From Motor Vehicle","2022-12-06","2022","December","14","Thurs",19,0,1,0,0,0
"379","Hit and Run","2022-12-06","2022","December","14","Thurs",19,0,1,0,0,0
"380","Assist Agency - Backup/Assist","2022-12-06","2022","December","13","Thurs",19,0,1,0,0,0
"381","Traffic Stops","2022-12-06","2022","December","06","Thurs",19,0,1,0,0,0
"382","Larceny - Shoplifitng","2022-12-06","2022","December","04","Thurs",19,0,1,0,0,0
"383","Assault Aggravated","2022-12-06","2022","December","01","Thurs",19,0,1,0,0,0
"384","Domestic Disturbance","2022-12-06","2022","December","01","Thurs",19,0,1,0,0,0
"385","Trespass","2022-12-06","2022","December","01","Thurs",19,0,1,0,0,0
"386","Larceny - From Motor Vehicle","2022-12-06","2022","December","00","Thurs",19,0,1,0,0,0
"387","Assault Simple","2022-12-05","2022","December","23","Wed",17,0,1,0,0,0
"388","Larceny - Theft from Building","2022-12-05","2022","December","22","Wed",17,0,1,0,0,0
"389","Hit and Run","2022-12-05","2022","December","21","Wed",17,0,1,0,0,0
"390","Animal - Bite","2022-12-05","2022","December","21","Wed",17,0,1,0,0,0
"391","Vandalism","2022-12-05","2022","December","20","Wed",17,0,1,0,0,0
"392","Suspicious Activity","2022-12-05","2022","December","20","Wed",17,0,1,0,0,0
"393","Fraud-false pretense","2022-12-05","2022","December","20","Wed",17,0,1,0,0,0
"394","Suspicious Activity","2022-12-05","2022","December","19","Wed",17,0,1,0,0,0
"395","Assist Citizen - Mental/TDO/ECO","2022-12-05","2022","December","16","Wed",17,0,1,0,0,0
"396","Fraud-wire fraud","2022-12-05","2022","December","15","Wed",17,0,1,0,0,0
"397","Larceny - From Motor Vehicle","2022-12-05","2022","December","14","Wed",17,0,1,0,0,0
"398","Larceny - All Other","2022-12-05","2022","December","12","Wed",17,0,1,0,0,0
"399","Assault Simple","2022-12-05","2022","December","08","Wed",17,0,1,0,0,0
"400","Suspicious Activity","2022-12-05","2022","December","03","Wed",17,0,1,0,0,0
"401","Missing Person-juvenile","2022-12-05","2022","December","02","Wed",17,0,1,0,0,0
"402","Larceny - From Motor Vehicle","2022-12-05","2022","December","00","Wed",17,0,1,0,0,0
"403","Hit and Run","2022-12-05","2022","December","00","Wed",17,0,1,0,0,0
"404","Larceny - Theft from Building","2022-12-04","2022","December","22","Tues",13,0,1,0,0,0
"405","Larceny - Theft from Building","2022-12-04","2022","December","22","Tues",13,0,1,0,0,0
"406","Larceny - Theft from Building","2022-12-04","2022","December","22","Tues",13,0,1,0,0,0
"407","Suspicious Activity","2022-12-04","2022","December","21","Tues",13,0,1,0,0,0
"408","Hit and Run","2022-12-04","2022","December","21","Tues",13,0,1,0,0,0
"409","Burglary","2022-12-04","2022","December","20","Tues",13,0,1,0,0,0
"410","Larceny - Theft from Building","2022-12-04","2022","December","20","Tues",13,0,1,0,0,0
"411","Vandalism","2022-12-04","2022","December","18","Tues",13,0,1,0,0,0
"412","Suspicious Activity","2022-12-04","2022","December","13","Tues",13,0,1,0,0,0
"413","Larceny - All Other","2022-12-04","2022","December","05","Tues",13,0,1,0,0,0
"414","Assault Simple","2022-12-04","2022","December","05","Tues",13,0,1,0,0,0
"415","Larceny - All Other","2022-12-04","2022","December","02","Tues",13,0,1,0,0,0
"416","Shots Fired/Illegal Hunting","2022-12-04","2022","December","00","Tues",13,1,0,0,0,1
"417","Comm Relations Initiative - CRI","2022-12-03","2022","December","16","Mon",4,0,1,0,0,0
"418","Assault Simple","2022-12-03","2022","December","15","Mon",4,0,1,0,0,0
"419","Assault Simple","2022-12-03","2022","December","02","Mon",4,0,1,0,0,0
"420","Motor Vehicle Theft","2022-12-03","2022","December","01","Mon",4,0,1,0,0,0
"421","Larceny - Theft from Building","2022-12-02","2022","December","22","Sun",14,0,1,0,0,0
"422","Hit and Run","2022-12-02","2022","December","22","Sun",14,0,1,0,0,0
"423","Misc - Criminal Call","2022-12-02","2022","December","22","Sun",14,0,1,0,0,0
"424","Assault Simple","2022-12-02","2022","December","21","Sun",14,0,1,0,0,0
"425","Harassment","2022-12-02","2022","December","21","Sun",14,0,1,0,0,0
"426","Larceny - Theft from Building","2022-12-02","2022","December","20","Sun",14,0,1,0,0,0
"427","Harassment","2022-12-02","2022","December","19","Sun",14,0,1,0,0,0
"428","Disorderly Conduct","2022-12-02","2022","December","18","Sun",14,0,1,0,0,0
"429","Hit and Run","2022-12-02","2022","December","16","Sun",14,0,1,0,0,0
"430","Larceny - Of Veh Parts/Access","2022-12-02","2022","December","14","Sun",14,0,1,0,0,0
"431","Lost/FoundProperty","2022-12-02","2022","December","12","Sun",14,0,1,0,0,0
"432","Assault Simple","2022-12-02","2022","December","06","Sun",14,0,1,0,0,0
"433","Misc - Criminal Call","2022-12-02","2022","December","01","Sun",14,0,1,0,0,0
"434","Assault Simple","2022-12-02","2022","December","00","Sun",14,0,1,0,0,0
"435","Larceny - Theft from Building","2022-12-01","2022","December","23","Sat",20,0,1,0,0,0
"436","Hit and Run","2022-12-01","2022","December","22","Sat",20,0,1,0,0,0
"437","Missing Person-adult","2022-12-01","2022","December","21","Sat",20,0,1,0,0,0
"438","Hit and Run","2022-12-01","2022","December","21","Sat",20,0,1,0,0,0
"439","Lost/FoundProperty","2022-12-01","2022","December","20","Sat",20,0,1,0,0,0
"440","Fraud-credit card","2022-12-01","2022","December","19","Sat",20,0,1,0,0,0
"441","Larceny - Shoplifitng","2022-12-01","2022","December","19","Sat",20,0,1,0,0,0
"442","Suspicious Activity","2022-12-01","2022","December","19","Sat",20,0,1,0,0,0
"443","Assault Intimidation","2022-12-01","2022","December","18","Sat",20,0,1,0,0,0
"444","Larceny - Of Veh Parts/Access","2022-12-01","2022","December","18","Sat",20,0,1,0,0,0
"445","Sex Offense - Forcible Rape","2022-12-01","2022","December","18","Sat",20,0,1,0,0,0
"446","Lost/FoundProperty","2022-12-01","2022","December","17","Sat",20,0,1,0,0,0
"447","Suspicious Activity","2022-12-01","2022","December","17","Sat",20,0,1,0,0,0
"448","Hit and Run","2022-12-01","2022","December","17","Sat",20,0,1,0,0,0
"449","Larceny - Theft from Building","2022-12-01","2022","December","15","Sat",20,0,1,0,0,0
"450","Vandalism","2022-12-01","2022","December","12","Sat",20,0,1,0,0,0
"451","Missing Person-juvenile","2022-12-01","2022","December","11","Sat",20,0,1,0,0,0
"452","Larceny - All Other","2022-12-01","2022","December","05","Sat",20,0,1,0,0,0
"453","Burglary","2022-12-01","2022","December","02","Sat",20,0,1,0,0,0
"454","Assault Simple","2022-12-01","2022","December","02","Sat",20,0,1,0,0,0
"455","Missing Person-adult","2022-11-30","2022","November","22","Fri",14,0,1,0,0,0
"456","Drunkeness DIP","2022-11-30","2022","November","21","Fri",14,0,1,0,0,0
"457","Larceny - Shoplifitng","2022-11-30","2022","November","21","Fri",14,0,1,0,0,0
"458","Suspicious Activity","2022-11-30","2022","November","20","Fri",14,0,1,0,0,0
"459","Vandalism","2022-11-30","2022","November","16","Fri",14,0,1,0,0,0
"460","Death Investigation - DOA","2022-11-30","2022","November","16","Fri",14,0,1,0,0,0
"461","Fraud-impersonation","2022-11-30","2022","November","15","Fri",14,0,1,0,0,0
"462","Animal Complaint","2022-11-30","2022","November","14","Fri",14,0,1,0,0,0
"463","Animal Complaint","2022-11-30","2022","November","13","Fri",14,0,1,0,0,0
"464","Warrant Service","2022-11-30","2022","November","11","Fri",14,0,1,0,0,0
"465","Larceny - Shoplifitng","2022-11-30","2022","November","08","Fri",14,0,1,0,0,0
"466","Hit and Run","2022-11-30","2022","November","07","Fri",14,0,1,0,0,0
"467","Assault Aggravated","2022-11-30","2022","November","04","Fri",14,0,1,0,0,0
"468","Driving Under the Influence","2022-11-30","2022","November","02","Fri",14,0,1,0,0,0
"469","Traffic Stops","2022-11-29","2022","November","22","Thurs",11,0,1,0,0,0
"470","Suspicious Activity","2022-11-29","2022","November","20","Thurs",11,0,1,0,0,0
"471","Larceny - Theft from Building","2022-11-29","2022","November","18","Thurs",11,0,1,0,0,0
"472","Assault Simple","2022-11-29","2022","November","17","Thurs",11,0,1,0,0,0
"473","Misc - Criminal Call","2022-11-29","2022","November","17","Thurs",11,0,1,0,0,0
"474","Larceny - Theft from Building","2022-11-29","2022","November","13","Thurs",11,0,1,0,0,0
"475","Disorderly Conduct","2022-11-29","2022","November","13","Thurs",11,0,1,0,0,0
"476","Shots Fired/Illegal Hunting","2022-11-29","2022","November","06","Thurs",11,1,0,0,0,1
"477","Assault Simple","2022-11-29","2022","November","04","Thurs",11,0,1,0,0,0
"478","Animal Complaint","2022-11-29","2022","November","02","Thurs",11,0,1,0,0,0
"479","Assist Citizen - Mental/TDO/ECO","2022-11-29","2022","November","01","Thurs",11,0,1,0,0,0
"480","Hit and Run","2022-11-28","2022","November","23","Wed",21,0,1,0,0,0
"481","Assault Simple","2022-11-28","2022","November","22","Wed",21,0,1,0,0,0
"482","Missing Person-juvenile","2022-11-28","2022","November","20","Wed",21,0,1,0,0,0
"483","Larceny - From Motor Vehicle","2022-11-28","2022","November","20","Wed",21,0,1,0,0,0
"484","Fraud-false pretense","2022-11-28","2022","November","20","Wed",21,0,1,0,0,0
"485","Fraud-welfare","2022-11-28","2022","November","19","Wed",21,0,1,0,0,0
"486","Suspicious Activity","2022-11-28","2022","November","19","Wed",21,0,1,0,0,0
"487","Lost/FoundProperty","2022-11-28","2022","November","19","Wed",21,0,1,0,0,0
"488","Larceny - Theft from Building","2022-11-28","2022","November","18","Wed",21,0,1,0,0,0
"489","Accident Private Property","2022-11-28","2022","November","16","Wed",21,0,1,0,0,0
"490","Vandalism","2022-11-28","2022","November","15","Wed",21,0,1,0,0,0
"491","Hit and Run","2022-11-28","2022","November","15","Wed",21,0,1,0,0,0
"492","Drug/Narcotics Violation","2022-11-28","2022","November","15","Wed",21,0,1,0,0,0
"493","Fraud-credit card","2022-11-28","2022","November","13","Wed",21,0,1,0,0,0
"494","Burglary","2022-11-28","2022","November","08","Wed",21,0,1,0,0,0
"495","Domestic Disturbance","2022-11-28","2022","November","05","Wed",21,0,1,0,0,0
"496","Shots Fired/Illegal Hunting","2022-11-28","2022","November","03","Wed",21,1,0,0,0,1
"497","Larceny - Theft from Building","2022-11-28","2022","November","03","Wed",21,0,1,0,0,0
"498","Missing Person-juvenile","2022-11-28","2022","November","02","Wed",21,0,1,0,0,0
"499","Assault Aggravated","2022-11-28","2022","November","02","Wed",21,0,1,0,0,0
"500","Harassment","2022-11-28","2022","November","01","Wed",21,0,1,0,0,0
"501","Hit and Run","2022-11-27","2022","November","21","Tues",16,0,1,0,0,0
"502","Larceny - Theft from Building","2022-11-27","2022","November","19","Tues",16,0,1,0,0,0
"503","Assault Intimidation","2022-11-27","2022","November","19","Tues",16,0,1,0,0,0
"504","Assist Citizen - Welfare Check","2022-11-27","2022","November","19","Tues",16,0,1,0,0,0
"505","Larceny - From Motor Vehicle","2022-11-27","2022","November","18","Tues",16,0,1,0,0,0
"506","Assault Simple","2022-11-27","2022","November","17","Tues",16,0,1,0,0,0
"507","Lost/FoundProperty","2022-11-27","2022","November","16","Tues",16,0,1,0,0,0
"508","Death Investigation - DOA","2022-11-27","2022","November","15","Tues",16,0,1,0,0,0
"509","Driving Under the Influence","2022-11-27","2022","November","08","Tues",16,0,1,0,0,0
"510","Assault Simple","2022-11-27","2022","November","08","Tues",16,0,1,0,0,0
"511","Domestic Disturbance","2022-11-27","2022","November","06","Tues",16,0,1,0,0,0
"512","Driving Under the Influence","2022-11-27","2022","November","05","Tues",16,0,1,0,0,0
"513","Assault Simple","2022-11-27","2022","November","05","Tues",16,0,1,0,0,0
"514","Drunkeness DIP","2022-11-27","2022","November","02","Tues",16,0,1,0,0,0
"515","Suspicious Activity","2022-11-27","2022","November","01","Tues",16,0,1,0,0,0
"516","Larceny - Shoplifitng","2022-11-27","2022","November","00","Tues",16,0,1,0,0,0
"517","Lost/FoundProperty","2022-11-26","2022","November","21","Mon",20,0,1,0,0,0
"518","Assist Citizen - Mental/TDO/ECO","2022-11-26","2022","November","21","Mon",20,0,1,0,0,0
"519","Larceny - Theft from Building","2022-11-26","2022","November","21","Mon",20,0,1,0,0,0
"520","Disorderly Conduct","2022-11-26","2022","November","20","Mon",20,0,1,0,0,0
"521","Disorderly Conduct","2022-11-26","2022","November","19","Mon",20,0,1,0,0,0
"522","Larceny - Shoplifitng","2022-11-26","2022","November","19","Mon",20,0,1,0,0,0
"523","Hit and Run","2022-11-26","2022","November","18","Mon",20,0,1,0,0,0
"524","Domestic Disturbance","2022-11-26","2022","November","18","Mon",20,0,1,0,0,0
"525","Death Investigation - DOA","2022-11-26","2022","November","17","Mon",20,0,1,0,0,0
"526","Suspicious Activity","2022-11-26","2022","November","16","Mon",20,0,1,0,0,0
"527","Lost/FoundProperty","2022-11-26","2022","November","08","Mon",20,0,1,0,0,0
"528","Larceny - All Other","2022-11-26","2022","November","07","Mon",20,0,1,0,0,0
"529","Assault Simple","2022-11-26","2022","November","06","Mon",20,0,1,0,0,0
"530","Driving Under the Influence","2022-11-26","2022","November","05","Mon",20,0,1,0,0,0
"531","Traffic Stops","2022-11-26","2022","November","03","Mon",20,0,1,0,0,0
"532","Hit and Run","2022-11-26","2022","November","02","Mon",20,0,1,0,0,0
"533","Larceny - Theft from Building","2022-11-26","2022","November","02","Mon",20,0,1,0,0,0
"534","Larceny - All Other","2022-11-26","2022","November","01","Mon",20,0,1,0,0,0
"535","Suspicious Activity","2022-11-26","2022","November","01","Mon",20,0,1,0,0,0
