RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
221,Larceny - Shoplifitng,202300009189,200,RIDGE MCINTIRE RD,CPD,2023/03/21 14:54:17+00,1054,"Payne, Katherine"
222,Larceny - From Motor Vehicle,202380000228,,WATSON AVE,CPD,2023/03/21 14:48:20+00,1048,"Miller, Tiffany "
223,Shots Fired/Illegal Hunting,202300009168,800,HARDY DR,CPD,2023/03/21 06:32:32+00,0232,"Wells, Matthew"
224,Assault Simple,202300009165,1200,"CEDARS CT, C19",CPD,2023/03/21 05:14:56+00,0114,"Curry, Brian"
225,Domestic Disturbance,202300009149,800,"HARDY DR, E",CPD,2023/03/21 02:29:30+00,2229,"Samar, Jack"
226,Suspicious Activity,202300009146,1400,BAKER ST,CPD,2023/03/21 02:21:29+00,2221,"Darby, Michael"
227,Assist Citizen - Mental/TDO/ECO,202300009143,200,"MONTICELLO AVE, 229",CPD,2023/03/21 01:50:59+00,2150,"Lee, Chandler"
228,Harassment,202300009128,900,HENRY AVE,CPD,2023/03/20 22:44:44+00,1844,"Venereo, Arturo"
229,Suspicious Person,202300009105,900,E HIGH ST,CPD,2023/03/20 19:20:19+00,1520,"Payne, Katherine"
230,Fraud-wire fraud,202380000225,400,7TH ST NE,CPD,2023/03/20 18:32:16+00,1432,"Miller, Tiffany "
231,Larceny - Of Veh Parts/Access,202380000224,500,LOCHLYN HILL DR,CPD,2023/03/20 17:46:46+00,1346,"Miller, Tiffany "
232,Larceny - All Other,202100036375,1600,AVON STREET EXT,CPD,2023/03/20 17:23:00+00,1323,"Arreguin, Arron"
233,Larceny - Theft from Building,202380000218,100,JUNCTION LN,CPD,2023/03/20 13:51:49+00,0951,"Miller, Tiffany "
234,Vandalism,202380000219,300,2ND ST SE,CPD,2023/03/20 13:30:35+00,0930,"Miller, Tiffany "
235,Fraud-credit card,202380000220,100,JUNCTION LN,CPD,2023/03/20 13:05:39+00,0905,"Miller, Tiffany "
236,Larceny - From Motor Vehicle,202300009062,1100,MILLMONT ST,CPD,2023/03/20 12:50:56+00,0850,"Hopiane, Sayd"
237,Larceny - From Motor Vehicle,202300009047,200,MONTICELLO AVE,CPD,2023/03/20 10:29:55+00,0629,"Vlasis, Christopher"
238,Suspicious Activity,202300009008,100,"STADIUM RD, 10",CPD,2023/03/20 03:55:24+00,2355,"Samar, Jack"
239,Trespass,202300008982,2000,HOLIDAY DR,CPD,2023/03/20 00:55:35+00,2055,"Mullins, James"
240,Assist Citizen - Mental/TDO/ECO,202300008981,2300,ANGUS RD,CPD,2023/03/20 00:42:03+00,2042,"Alfonso, Sean"
241,Larceny - All Other,202300008976,500,"HARRIS RD, 101",CPD,2023/03/20 00:10:48+00,2010,"Alfonso, Sean"
242,Larceny - Theft from Building,202380000221,100,MINOR RD,CPD,2023/03/19 23:59:05+00,1959,"Miller, Tiffany "
243,Disorderly Conduct,202300008973,400,RIDGE MCINTIRE RD,CPD,2023/03/19 23:15:01+00,1915,"Venereo, Arturo"
244,Misc - Non-Criminal Call,202300008969,400,"GARRETT ST, H",CPD,2023/03/19 22:47:45+00,1847,"Bentz, Benjamin "
245,Burglary,202300008956,1600,RICKY RD,CPD,2023/03/19 19:43:37+00,1543,"Mullins, James"
246,Assault Simple,202300008951,100,W MARKET ST,CPD,2023/03/19 18:51:30+00,1451,"Turner, Devon"
247,Animal - Bite,202300008949,1400,PEN PARK RD,CPD,2023/03/19 18:28:34+00,1428,"Turner, Devon"
248,Assault Simple,202300008937,1100,5TH ST SW,CPD,2023/03/19 15:53:50+00,1153,"Eckenroth, Rachel"
249,Lost/FoundProperty,202300008939,1800,EMMET ST N,CPD,2023/03/19 15:27:21+00,1127,"Houchens, Jamell"
250,Motor Vehicle Theft,202300008935,2000,MORTON DR,CPD,2023/03/19 15:12:34+00,1112,"Hopiane, Sayd"
251,Larceny - Of Veh Parts/Access,202380000222,1500,"GRADY AVE, 2",CPD,2023/03/19 14:19:16+00,1019,"Miller, Tiffany "
252,Larceny - From Motor Vehicle,202300008921,1500,AMHERST ST,CPD,2023/03/19 13:39:55+00,0939,"Hopiane, Sayd"
253,Driving Under the Influence,202300008884,1100,SEMINOLE,CPD,2023/03/19 05:52:02+00,0152,"Samar, Jack"
254,Traffic Stops,202300008867,,CARLTON AVE / CHESTNUT ST,CPD,2023/03/19 04:12:32+00,0012,"Vlasis, Christopher"
255,Suspicious Activity,202300008834,700,PALATINE AVE,CPD,2023/03/19 01:35:56+00,2135,"Bentz, Benjamin "
256,Assist Citizen - Mental/TDO/ECO,202300008828,,E WATER ST / 3RD ST SE,CPD,2023/03/19 00:41:38+00,2041,"Whitten, Tobyn"
257,Assist Citizen - Mental/TDO/ECO,202300008827,,ELLIEWOOD AVE / UNIVERSITY AVE,CPD,2023/03/19 00:32:13+00,2032,"Bentz, Benjamin "
258,Animal - Bite,202300008824,1200,CEDARS CT,CPD,2023/03/19 00:24:03+00,2024,"Mullins, James"
259,Hit and Run,202300008813,,EMMET ST N @ RAMP,CPD,2023/03/18 23:26:26+00,1926,"Lowe, Courteny"
260,Larceny - Shoplifitng,202300008811,500,W MAIN ST,CPD,2023/03/18 23:15:18+00,1915,"Alfonso, Sean"
261,Hit and Run,202300008791,,3RD ST SE / E WATER ST,CPD,2023/03/18 19:36:57+00,1536,"Eckenroth, Rachel"
262,Assault Simple,202300008785,400,RIDGE MCINTIRE RD,CPD,2023/03/18 18:04:25+00,1404,"Eckenroth, Rachel"
263,Lost/FoundProperty,202380000223,1500,UNIVERSITY AVE,CPD,2023/03/18 17:11:43+00,1311,"Miller, Tiffany "
264,Harassment,202380000227,,MCINTIRE RD,CPD,2023/03/18 15:37:51+00,1137,"Miller, Tiffany "
265,Assault Intimidation,202300008768,1300,W MAIN ST,CPD,2023/03/18 14:48:19+00,1048,"O'Briant, Landon"
266,Vandalism,202380000217,1000,WERTLAND ST,CPD,2023/03/18 13:29:08+00,0929,"Miller, Tiffany "
267,Burglary,202300008756,700,PROSPECT AVE,CPD,2023/03/18 10:25:47+00,0625,"Miller, Devin"
268,Weapons Violations,202300008752,100,ELLIEWOOD AVE,CPD,2023/03/18 07:10:59+00,0310,"Whitten, Tobyn"
269,Shots Fired/Illegal Hunting,202300008750,,7TH ST NW / 8TH ST NW,CPD,2023/03/18 06:09:11+00,0209,"Vlasis, Christopher"
270,Homicide-murder/non-negligent,202300008748,100,MINOR COURT LN,CPD,2023/03/18 05:57:19+00,0157,"Curry, Brian"
271,Assault Simple,202300008733,1500,CHERRY AVE,CPD,2023/03/18 04:15:56+00,0015,"Miller, Devin"
272,Assault Simple,202300008724,100,"MIDDLESEX DR, B",CPD,2023/03/18 03:36:21+00,2336,"Lowry, Brent"
273,Driving Under the Influence,202300008722,,WESTWOOD RD / RUGBY AVE,CPD,2023/03/18 03:26:41+00,2326,"Curry, Brian"
274,Assault Intimidation,202300008711,100,"OAKHURST CIR, 22",CPD,2023/03/18 02:55:00+00,2255,"Lowe, Courteny"
275,Larceny - Shoplifitng,202300008693,1100,"EMMET ST N, A",CPD,2023/03/17 23:58:34+00,1958,"Mullins, James"
276,Missing Person-juvenile,202300008679,800,PROSPECT AVE,CPD,2023/03/17 22:21:37+00,1821,"Headley, Someya"
277,Larceny - Theft from Building,202380000216,1600,"JEFFERSON PARK AVE, 204",CPD,2023/03/17 21:10:22+00,1710,"Miller, Tiffany "
278,Larceny - Theft from Building,202380000215,200,"14TH ST NW, OFFICE",CPD,2023/03/17 20:43:37+00,1643,"Miller, Tiffany "
279,Drunkeness DIP,202300008668,2200,"WAYNE AVE, B",CPD,2023/03/17 20:26:44+00,1626,"Hopiane, Sayd"
280,Larceny - Theft from Building,202380000214,1900,EMMET ST N,CPD,2023/03/17 20:05:56+00,1605,"Miller, Tiffany "
281,Vandalism,202380000226,900,SEMINOLE TRL,CPD,2023/03/17 17:59:39+00,1359,"Miller, Tiffany "
282,Larceny - Shoplifitng,202300008659,500,W MAIN ST,CPD,2023/03/17 17:27:36+00,1327,"Houchens, Jamell"
283,Assist Citizen - Mental/TDO/ECO,202300008650,100,"APPLE TREE RD, A",CPD,2023/03/17 16:25:54+00,1225,"Burnett, James"
284,Larceny - From Motor Vehicle,202380000213,600,CONCORD AVE,CPD,2023/03/17 16:12:07+00,1212,"Miller, Tiffany "
285,Vandalism,202300008649,600,"CHERRY AVE, C",CPD,2023/03/17 16:01:13+00,1201,"O'Briant, Landon"
286,Misc - Criminal Call,202300008638,1500,ANTOINETTE AVE,CPD,2023/03/17 14:25:23+00,1025,"Green, Bryan"
287,Vandalism,202300008616,,13TH ST NW / W MAIN ST,CPD,2023/03/17 07:13:46+00,0313,"Blackwell, Kyle"
288,Driving Under the Influence,202300008611,,BARRACKS RD / HILLTOP RD,CPD,2023/03/17 06:03:40+00,0203,"Payne, Katherine"
289,Assist Citizen - Mental/TDO/ECO,202300008607,400,MONROE LN,CPD,2023/03/17 04:22:32+00,0022,"Samar, Jack"
290,Harassment,202380000212,600,WATSON AVE,CPD,2023/03/17 02:59:52+00,2259,"Miller, Tiffany "
291,Larceny - Shoplifitng,202300008593,1100,EMMET ST N,CPD,2023/03/17 02:33:54+00,2233,"Miller, Devin"
292,Assault Aggravated,202300008591,,EMMET ST N / UNIVERSITY AVE,CPD,2023/03/17 01:30:51+00,2130,"Lowe, Courteny"
293,Assault Aggravated,202300008584,1200,GRADY AVE,CPD,2023/03/17 01:08:56+00,2108,"Headley, Someya"
294,Robbery - Armed,202300008583,800,HINTON AVE,CPD,2023/03/17 00:46:21+00,2046,"Lowe, Courteny"
295,Driving Under the Influence,202300008582,,E HIGH ST / LOCUST AVE,CPD,2023/03/17 00:32:21+00,2032,"Bentz, Benjamin "
296,Hit and Run,202300008585,400,MONROE LN,CPD,2023/03/17 00:05:16+00,2005,"Lowe, Courteny"
297,Larceny - Shoplifitng,202300008570,500,W MAIN ST,CPD,2023/03/16 21:46:25+00,1746,"Middleton, Matthew"
298,Fraud-impersonation,202380000211,300,6 1/2 ST SW,CPD,2023/03/16 21:07:29+00,1707,"Miller, Tiffany "
299,Animal Complaint,202300008563,1000,"ALTAVISTA AVE, B",CPD,2023/03/16 20:57:14+00,1657,"Whitten, Tobyn"
300,Assault Aggravated,202300008552,800,PROSPECT AVE,CPD,2023/03/16 19:10:17+00,1510,"Green, Bryan"
301,Lost/FoundProperty,202300008529,300,E MAIN ST,CPD,2023/03/16 14:08:01+00,1008,"Arndt, Brian"
302,Misc - Non-Criminal Call,202300008528,1500,DAIRY RD,CPD,2023/03/16 14:04:40+00,1004,"Nash, Darius"
303,Suspicious Activity,202300008506,400,"13TH ST NW, E",CPD,2023/03/16 06:02:02+00,0202,"Samar, Jack"
304,Larceny - Theft from Building,202380000210,800,ESTES ST,CPD,2023/03/16 02:15:15+00,2215,"Miller, Tiffany "
305,Assist Citizen - Mental/TDO/ECO,202300008490,500,PARK ST,CPD,2023/03/16 02:08:06+00,2208,"Lowry, Ryan"
306,Assist Citizen - Mental/TDO/ECO,202300008502,400,E MAIN ST,CPD,2023/03/16 02:07:25+00,2207,"Payne, Katherine"
307,Animal Complaint,202300008482,1200,RUGBY RD,CPD,2023/03/16 00:42:18+00,2042,"Lowe, Courteny"
308,Larceny - All Other,202300008480,800,W MAIN ST,CPD,2023/03/16 00:26:51+00,2026,"Alfonso, Sean"
309,Assault Aggravated,202300008479,600,W MAIN ST,CPD,2023/03/16 00:19:09+00,2019,"Alfonso, Sean"
310,Larceny - Shoplifitng,202300008477,500,W MAIN ST,CPD,2023/03/16 00:02:33+00,2002,"Alfonso, Sean"
311,Larceny - Theft from Building,202380000209,1900,EMMETT STREET,CPD,2023/03/15 22:53:56+00,1853,"Miller, Tiffany "
312,Assault Simple,202300008472,500,PARK ST,CPD,2023/03/15 22:09:46+00,1809,"Headley, Someya"
313,Larceny - Theft from Building,202300008470,1100,EMMET ST N,CPD,2023/03/15 22:07:34+00,1807,"Lowe, Courteny"
314,Larceny - Theft from Building,202380000208,2000,JEFFERSON PARK AVE,CPD,2023/03/15 21:56:14+00,1756,"Miller, Tiffany "
315,Animal Complaint,202300008465,1300,E MARKET ST,CPD,2023/03/15 21:21:40+00,1721,"Headley, Someya"
316,Larceny - Theft from Building,202380000207,100,"CARROLLTON TER, 6",CPD,2023/03/15 19:45:46+00,1545,"Miller, Tiffany "
317,Larceny - Shoplifitng,202300008461,1100,EMMET ST N,CPD,2023/03/15 19:38:07+00,1538,"Jones, Mark"
318,Larceny - From Motor Vehicle,202300008454,100,"STEWART CIR, B",CPD,2023/03/15 18:36:26+00,1436,"Arndt, Brian"
319,Larceny - Shoplifitng,202300008450,500,W MAIN ST,CPD,2023/03/15 18:10:42+00,1410,"Nash, Darius"
320,Larceny - Shoplifitng,202300008443,1100,EMMET ST N,CPD,2023/03/15 17:04:09+00,1304,"Jones, Mark"
321,Suspicious Activity,202300008438,200,DOUGLAS AVE,CPD,2023/03/15 16:16:14+00,1216,"Bowlin, Jacob"
322,Assault Simple,202300008434,1100,W MAIN ST,CPD,2023/03/15 15:02:13+00,1102,"Perkins, Ceaser"
323,Assist Citizen - Mental/TDO/ECO,202300008422,600,E MARKET ST,CPD,2023/03/15 09:10:02+00,0510,"Samar, Jack"
324,Traffic Stops,202300008392,,MEADE AVE / FAIRWAY AVE,CPD,2023/03/15 03:59:14+00,2359,"Darby, Michael"
325,Larceny - From Motor Vehicle,202380000205,600,"CABELL AVE, 6",CPD,2023/03/14 18:54:51+00,1454,"Miller, Tiffany "
326,Suspicious Activity,202300008353,800,"HARDY DR, H",CPD,2023/03/14 18:07:29+00,1407,"Wagner, Christopher "
327,Fraud-impersonation,202380000204,300,E MAIN ST,CPD,2023/03/14 16:53:15+00,1253,"Miller, Tiffany "
328,Fraud-wire fraud,202380000203,300,MONTEBELLO CIR,CPD,2023/03/14 16:50:40+00,1250,"Miller, Tiffany "
329,Vandalism,202300008342,1000,SEMINOLE,CPD,2023/03/14 15:23:38+00,1123,"Turner, Devon"
330,Larceny - Theft from Building,202380000202,500,W MAIN ST,CPD,2023/03/14 14:46:24+00,1046,"Miller, Tiffany "
331,Warrant Service,202300008334,600,E MARKET ST,CPD,2023/03/14 14:37:19+00,1037,"Wood, Trevis"
332,Larceny - Theft from Building,202380000201,500,W MAIN ST,CPD,2023/03/14 14:31:03+00,1031,"Miller, Tiffany "
333,Hit and Run,202300008333,100,11TH ST SW,CPD,2023/03/14 14:18:54+00,1018,"Sandridge, Jeffrey"
334,Phone Calls - Annoying,202300008325,500,1ST ST S,CPD,2023/03/14 13:26:42+00,0926,"Pendleton, Eric"
335,Fraud-false pretense,202380000206,2000,GREENBRIER DR,CPD,2023/03/14 13:07:39+00,0907,"Moje, Ashley"
336,Suspicious Activity,202300008326,800,"HARDY DR, C",CPD,2023/03/14 12:23:00+00,0823,"O'Briant, Landon"
337,Phone Calls - Threat or Obscene,202300008317,400,"GARRETT ST, C",CPD,2023/03/14 12:11:40+00,0811,"Pendleton, Eric"
338,Larceny - From Motor Vehicle,202300008316,,WOODARD PROPERTIES,CPD,2023/03/14 12:07:55+00,0807,"Turner, Devon"
339,Trespass,202300008315,1400,FOREST RIDGE RD,CPD,2023/03/14 11:58:05+00,0758,"Jones, Mark"
340,Larceny - All Other,202300008310,400,W MAIN ST,CPD,2023/03/14 09:54:07+00,0554,"Blackwell, Kyle"
341,Disturbance - Non Domestic,202300008298,1300,"CARLTON AVE, 102",CPD,2023/03/14 07:45:19+00,0345,"Vlasis, Christopher"
342,Drug/Narcotics Violation,202300008289,,JEFFERSON PARK AVE / OLD LYNCHBURG RD,CPD,2023/03/14 06:17:41+00,0217,"Payne, Katherine"
343,Assault Aggravated,202300008252,,7TH ST NW / W MAIN ST,CPD,2023/03/14 01:31:08+00,2131,"Darby, Michael"
344,Hit and Run,202300008242,1500,"CARLTON AVE, 7",CPD,2023/03/13 23:10:08+00,1910,"Venereo, Arturo"
345,Assist Citizen - Mental/TDO/ECO,202300008241,600,E MARKET ST,CPD,2023/03/13 22:47:33+00,1847,"Venereo, Arturo"
346,Lost/FoundProperty,202300008238,800,E MARKET ST,CPD,2023/03/13 21:46:47+00,1746,"Venereo, Arturo"
347,Hit and Run,202300008234,1900,EMMET ST N,CPD,2023/03/13 21:32:59+00,1732,"Mullins, James"
348,Larceny - Theft from Building,202380000200,1500,UNIVERSITY AVE,CPD,2023/03/13 17:40:02+00,1340,"Miller, Tiffany "
349,Hit and Run,202300008207,700,NASSAU ST,CPD,2023/03/13 17:39:23+00,1339,"Eckenroth, Rachel"
350,Suspicious Activity,202300008184,700,"PROSPECT AVE, A",CPD,2023/03/13 14:48:17+00,1048,"Bowlin, Jacob"
351,Assault Intimidation,202300008185,1100,"CHERRY ST, B",CPD,2023/03/13 14:38:05+00,1038,"Turner, Devon"
352,Motor Vehicle Theft,202300008180,900,PAGE ST,CPD,2023/03/13 14:12:56+00,1012,"O'Briant, Landon"
353,Assault Simple,202300008169,1000,"1ST ST S, 102",CPD,2023/03/13 13:01:11+00,0901,"Eckenroth, Rachel"
354,Assault Aggravated,202300008146,500,"HARRIS RD, 109",CPD,2023/03/13 05:46:56+00,0146,"Bise, Collin"
355,Fraud-false pretense,202300008113,800,"W MAIN ST, 203",CPD,2023/03/13 02:26:00+00,2226,"Aguilera, Natalia"
356,Misc - Criminal Call,202300008095,1000,5TH ST SW,CPD,2023/03/12 22:01:32+00,1801,"Alfonso, Sean"
357,Larceny - All Other,202300008093,200,W MAIN ST,CPD,2023/03/12 21:44:41+00,1744,"Venereo, Arturo"
358,Lost/FoundProperty,202380000199,,10TH ST/ MAIN ST ST,CPD,2023/03/12 20:51:59+00,1651,"Miller, Tiffany "
359,Motor Vehicle Theft,202300008063,400,ARBOR CIR,CPD,2023/03/12 11:38:17+00,0738,"Wood, Trevis"
360,Misc - Non-Criminal Call,202300008062,1100,5TH ST SW,CPD,2023/03/12 11:11:35+00,0711,"Green, Bryan"
361,Domestic Disturbance,202300008052,2000,HOLIDAY DR,CPD,2023/03/12 08:54:14+00,0454,"Curry, Brian"
362,Larceny - All Other,202300008034,2400,FONTAINE AVE,CPD,2023/03/12 05:58:11+00,0058,"Aguilera, Natalia"
363,Lost/FoundProperty,202380000198,200,MASSIE RD/EMMETT STREET,CPD,2023/03/12 05:47:42+00,0047,"Miller, Tiffany "
364,Domestic Disturbance,202300008017,1300,"CARLTON AVE, 102",CPD,2023/03/12 03:24:33+00,2224,"Darby, Michael"
365,Assist Citizen - Welfare Check,202300008008,300,"4TH ST SE, 1",CPD,2023/03/12 02:22:05+00,2122,"Aguilera, Natalia"
366,Larceny - Shoplifitng,202300008005,1100,MILLMONT ST,CPD,2023/03/12 01:21:04+00,2021,"Mullins, James"
367,Animal Complaint,202300008006,800,"MONTROSE AVE, B",CPD,2023/03/12 01:09:45+00,2009,"Middleton, Matthew"
368,Hit and Run,202300007989,1100,EMMET ST N,CPD,2023/03/11 23:45:13+00,1845,"Mullins, James"
369,Hit and Run,202300007973,,14TH ST NW / WERTLAND ST,CPD,2023/03/11 21:32:20+00,1632,"O'Briant, Landon"
370,Vandalism,202380000197,100,CHANCELLOR ST,CPD,2023/03/11 20:12:49+00,1512,"Miller, Tiffany "
371,Extortion/Blackmail,202300007961,700,RAINIER RD,CPD,2023/03/11 18:35:56+00,1335,"Green, Bryan"
372,Suspicious Activity,202300007960,200,4TH ST NW,CPD,2023/03/11 18:15:41+00,1315,"Turner, Devon"
373,Lost/FoundProperty,202300007947,,E WATER ST / 4TH ST SE,CPD,2023/03/11 15:24:36+00,1024,"Turner, Devon"
374,Death Investigation - DOA,202300007937,100,PARK RD,CPD,2023/03/11 12:22:58+00,0722,"Green, Bryan"
375,Driving Under the Influence,202300007922,1100,E MARKET ST,CPD,2023/03/11 07:07:02+00,0207,"Wells, Matthew"
376,Hit and Run,202300007884,1700,HYDRAULIC RD,CPD,2023/03/11 01:02:04+00,2002,"Venereo, Arturo"
377,Suspicious Activity,202300007882,1100,5TH ST SW,CPD,2023/03/11 00:17:31+00,1917,"Alfonso, Sean"
378,Driving Under the Influence,202300007870,,5TH ST SW @ DICE ST,CPD,2023/03/10 22:23:40+00,1723,"Middleton, Matthew"
379,Larceny - All Other,202300007868,600,"ROCK CREEK RD, C",CPD,2023/03/10 22:08:31+00,1708,"Green, Bryan"
380,Larceny - All Other,202300007869,100,RUGBY RD,CPD,2023/03/10 22:07:42+00,1707,"Burnett, James"
381,Assault Simple,202300007866,1400,BURGESS LN,CPD,2023/03/10 21:55:07+00,1655,"Eckenroth, Rachel"
382,Warrant Service,202300007850,500,"MCINTIRE RD, 1",CPD,2023/03/10 17:08:05+00,1208,"Hopiane, Sayd"
383,Forgery/Counterfeiting,202300007845,1000,EMMET ST N,CPD,2023/03/10 15:35:06+00,1035,"Arndt, Brian"
384,Assault Intimidation,202300007838,600,E MARKET ST,CPD,2023/03/10 13:42:31+00,0842,"Eckenroth, Rachel"
385,Missing Person-adult,202300007810,700,"PROSPECT AVE, D",CPD,2023/03/10 06:09:17+00,0109,"Aguilera, Natalia"
386,Suspicious Activity,202300007803,700,PROSPECT AVE,CPD,2023/03/10 03:59:15+00,2259,"Aguilera, Natalia"
387,Lost/FoundProperty,202300007802,1000,CHERRY AVE,CPD,2023/03/10 03:39:55+00,2239,"Middleton, Matthew"
388,Hit and Run,202300007790,1700,HYDRAULIC RD,CPD,2023/03/09 23:59:36+00,1859,"Whitten, Tobyn"
389,Burglary,202300007786,100,"STEWART CIR, A",CPD,2023/03/09 22:57:00+00,1757,"Lowe, Courteny"
390,Larceny - All Other,202380000195,600,"E MARKET ST, 502",CPD,2023/03/09 22:33:33+00,1733,"Moje, Ashley"
391,Comm Relations Initiative - CRI,202300007775,500,CHERRY AVE,CPD,2023/03/09 21:42:33+00,1642,"Thomas, Eric"
392,Larceny - Theft from Building,202380000196,1000,E WATER ST,CPD,2023/03/09 20:17:08+00,1517,"Miller, Tiffany "
393,Drug/Narcotics Violation,202300007761,1000,DRUID AVE,CPD,2023/03/09 20:16:15+00,1516,"Pendleton, Eric"
394,Disorderly Conduct,202300007730,1800,EMMET ST N,CPD,2023/03/09 15:24:14+00,1024,"Hopiane, Sayd"
395,Missing Person-adult,202300007717,,"VALLEY CIR, A",CPD,2023/03/09 11:52:21+00,0652,"Arreguin, Arron"
396,Suspicious Vehicle,202300007703,2000,"INDIA RD, 122",CPD,2023/03/09 07:29:58+00,0229,"Miller, Devin"
397,Larceny - From Motor Vehicle,202300007692,1100,E HIGH ST,CPD,2023/03/09 03:10:36+00,2210,"Thomas, Eric"
398,Unauthorized Use of Motor Veh,202300007695,300,E MAIN ST,CPD,2023/03/09 02:43:46+00,2143,"Lowry, Brent"
399,Driving Under the Influence,202300007686,1900,EMMET ST N,CPD,2023/03/09 00:55:09+00,1955,"Payne, Katherine"
400,Larceny - From Motor Vehicle,202380000194,100,MONTICELLO AVE,CPD,2023/03/09 00:50:09+00,1950,"Miller, Tiffany "
401,Vandalism,202300007690,1500,"E MARKET ST, 204",CPD,2023/03/09 00:46:27+00,1946,"Headley, Someya"
402,Fraud-wire fraud,202380000193,800,W MAIN ST,CPD,2023/03/09 00:37:23+00,1937,"Miller, Tiffany "
403,Harassment,202380000192,500,RIVES ST,CPD,2023/03/08 21:00:06+00,1600,"Miller, Tiffany "
404,Assist Citizen - Mental/TDO/ECO,202300007657,700,"HARRIS ST, 101",CPD,2023/03/08 20:20:00+00,1520,"Headley, Someya"
405,Harassment,202380000191,400,"ALTAMONT ST, A",CPD,2023/03/08 19:04:06+00,1404,"Miller, Tiffany "
406,Larceny - From Motor Vehicle,202380000190,100,BURNET WAY,CPD,2023/03/08 17:17:26+00,1217,"Miller, Tiffany "
407,Larceny - From Motor Vehicle,202380000189,2200,"NORTH BERKSHIRE RD, B",CPD,2023/03/08 15:55:28+00,1055,"Miller, Tiffany "
408,Assault Simple,202300007630,1300,WILLOW DR,CPD,2023/03/08 14:59:12+00,0959,"Wood, Trevis"
409,Fires Not Arson,202300007596,200,OAK ST,CPD,2023/03/08 06:24:44+00,0124,"Blackwell, Ryan"
410,Phone Calls - Annoying,202300007587,500,STEWART ST,CPD,2023/03/08 05:32:35+00,0032,"Wells, Matthew"
411,Assault Aggravated,202300007567,800,W MAIN ST,CPD,2023/03/08 00:59:37+00,1959,"Darby, Michael"
412,Disorderly Conduct,202300007553,1400,"SHORT 18TH ST, B",CPD,2023/03/07 22:23:18+00,1723,"Whitten, Tobyn"
413,Assault Simple,202300007549,900,HENRY AVE,CPD,2023/03/07 21:51:06+00,1651,"Alfonso, Sean"
414,Larceny - From Motor Vehicle,202380000188,100,JUNCTION LN,CPD,2023/03/07 20:55:21+00,1555,"Moje, Ashley"
415,Lost/FoundProperty,202300007537,800,W MAIN ST,CPD,2023/03/07 20:31:30+00,1531,"Payne, Katherine"
416,Assault Simple,202300007530,300,OLD LYNCHBURG RD,CPD,2023/03/07 18:19:40+00,1319,"Jones, Mark"
417,Hit and Run,202300007522,1100,SEMINOLE,CPD,2023/03/07 17:07:07+00,1207,"Burchardt, Rudy"
418,Suspicious Activity,202300007518,700,"PROSPECT AVE, D",CPD,2023/03/07 16:45:18+00,1145,"Wagner, Christopher "
419,Assault Intimidation,202300007520,1600,MERIDIAN ST,CPD,2023/03/07 16:17:38+00,1117,"Eckenroth, Rachel"
420,Suspicious Activity,202300007512,300,"RIVERSIDE AVE, A",CPD,2023/03/07 16:02:50+00,1102,"Bowlin, Jacob"
421,Fraud-credit card,202300007516,1100,5TH ST SW,CPD,2023/03/07 15:55:09+00,1055,"Jones, Mark"
422,Larceny - Theft from Building,202380000187,1100,HILLTOP RD,CPD,2023/03/07 13:46:32+00,0846,"Moje, Ashley"
423,Assist Citizen - Mental/TDO/ECO,202300007472,1300,CARLTON AVE,CPD,2023/03/07 08:27:11+00,0327,"Vlasis, Christopher"
424,Burglary,202300007432,1500,"CARLTON AVE, 61",CPD,2023/03/07 04:05:22+00,2305,"Vlasis, Christopher"
425,Burglary,202300007426,1600,RUGBY AVE,CPD,2023/03/07 03:20:29+00,2220,"Payne, Katherine"
426,Assault Simple,202300007409,1000,5TH ST SW,CPD,2023/03/06 23:07:29+00,1807,"Alfonso, Sean"
427,Fraud-impersonation,202300007407,1700,CEDAR HILL RD,CPD,2023/03/06 22:33:56+00,1733,"Venereo, Arturo"
428,Larceny - Shoplifitng,202300007396,100,E MAIN ST,CPD,2023/03/06 20:42:40+00,1542,"Shiflett, Tammy"
429,Animal Complaint,202300007392,500,250 BYPASS,CPD,2023/03/06 20:20:19+00,1520,"Hunt, Troy"
430,Burglary,202300007390,1600,RUGBY AVE,CPD,2023/03/06 20:15:00+00,1515,"Mullins, James"
